status_type,num_reactions,num_comments,num_shares,num_likes,x1,x2,x3,x4
photo,91,12,1,87,45.5,1.5,0.125,10.875
photo,12,3,1,9,6,0.375,0.125,1.125
video,206,438,96,174,103,54.75,12,21.75
photo,40,2,0,40,20,0.25,0,5
link,334,0,20,333,167,0,2.5,41.625
photo,11,0,1,10,5.5,0,0.125,1.25
link,57,0,10,57,28.5,0,1.25,7.125
video,259,799,85,190,129.5,99.875,10.625,23.75
photo,6,0,0,6,3,0,0,0.75
video,300,965,72,234,150,120.625,9,29.25
photo,120,37,2,118,60,4.625,0.25,14.75
photo,46,3,1,46,23,0.375,0.125,5.75
photo,18,1,0,18,9,0.125,0,2.25
photo,18,3,2,18,9,0.375,0.25,2.25
photo,36,3,2,36,18,0.375,0.25,4.5
photo,11,0,2,11,5.5,0,0.25,1.375
photo,25,0,1,25,12.5,0,0.125,3.125
photo,8,2,2,8,4,0.25,0.25,1
photo,17,0,1,17,8.5,0,0.125,2.125
photo,8,0,0,8,4,0,0,1
photo,14,0,1,14,7,0,0.125,1.75
photo,11,0,1,11,5.5,0,0.125,1.375
photo,10,0,1,10,5,0,0.125,1.25
photo,16,0,0,16,8,0,0,2
photo,47,1,0,45,23.5,0.125,0,5.625
photo,72,4,8,71,36,0.5,1,8.875
video,230,622,81,193,115,77.75,10.125,24.125
photo,8,1,0,8,4,0.125,0,1
video,231,939,117,191,115.5,117.375,14.625,23.875
photo,103,23,0,100,51.5,2.875,0,12.5
photo,5,2,0,5,2.5,0.25,0,0.625
photo,21,4,0,21,10.5,0.5,0,2.625
photo,5,0,0,5,2.5,0,0,0.625
video,276,744,75,217,138,93,9.375,27.125
photo,18,1,0,17,9,0.125,0,2.125
photo,54,0,2,53,27,0,0.25,6.625
photo,5,2,0,5,2.5,0.25,0,0.625
video,301,1154,121,242,150.5,144.25,15.125,30.25
photo,65,0,0,63,32.5,0,0,7.875
photo,196,63,2,189,98,7.875,0.25,23.625
photo,6,0,0,6,3,0,0,0.75
photo,8,0,0,8,4,0,0,1
video,221,290,66,174,110.5,36.25,8.25,21.75
photo,4,0,0,4,2,0,0,0.5
photo,118,13,4,110,59,1.625,0.5,13.75
video,279,1034,95,216,139.5,129.25,11.875,27
photo,136,27,4,132,68,3.375,0.5,16.5
photo,97,1,67,94,48.5,0.125,8.375,11.75
photo,10,0,0,10,5,0,0,1.25
photo,8,1,0,8,4,0.125,0,1
photo,72,4,3,72,36,0.5,0.375,9
photo,5,1,0,5,2.5,0.125,0,0.625
video,347,2025,200,284,173.5,253.125,25,35.5
photo,7,0,2,7,3.5,0,0.25,0.875
photo,113,45,2,110,56.5,5.625,0.25,13.75
photo,37,2,3,35,18.5,0.25,0.375,4.375
photo,17,0,1,15,8.5,0,0.125,1.875
photo,6,0,1,6,3,0,0.125,0.75
photo,61,11,0,58,30.5,1.375,0,7.25
link,50,0,3,48,25,0,0.375,6
photo,25,7,0,25,12.5,0.875,0,3.125
photo,6,4,0,6,3,0.5,0,0.75
video,265,637,63,218,132.5,79.625,7.875,27.25
photo,419,233,6,403,209.5,29.125,0.75,50.375
photo,66,5,1,65,33,0.625,0.125,8.125
photo,12,2,0,12,6,0.25,0,1.5
photo,4,1,0,4,2,0.125,0,0.5
photo,57,5,1,56,28.5,0.625,0.125,7
photo,46,5,0,45,23,0.625,0,5.625
photo,7,1,0,6,3.5,0.125,0,0.75
video,264,1044,51,224,132,130.5,6.375,28
photo,8,1,0,8,4,0.125,0,1
photo,38,6,0,38,19,0.75,0,4.75
photo,186,3,0,179,93,0.375,0,22.375
video,235,593,45,196,117.5,74.125,5.625,24.5
status,50,6,0,48,25,0.75,0,6
photo,5,0,0,5,2.5,0,0,0.625
photo,70,2,1,66,35,0.25,0.125,8.25
photo,168,40,2,162,84,5,0.25,20.25
photo,29,0,1,28,14.5,0,0.125,3.5
photo,28,4,1,28,14,0.5,0.125,3.5
photo,9,0,0,9,4.5,0,0,1.125
photo,82,3,0,81,41,0.375,0,10.125
photo,175,7,1,167,87.5,0.875,0.125,20.875
photo,13,3,1,12,6.5,0.375,0.125,1.5
video,329,1372,69,239,164.5,171.5,8.625,29.875
photo,169,16,1,163,84.5,2,0.125,20.375
photo,200,6,0,187,100,0.75,0,23.375
video,264,959,140,214,132,119.875,17.5,26.75
photo,7,1,0,7,3.5,0.125,0,0.875
photo,24,0,2,24,12,0,0.25,3
link,20,0,3,20,10,0,0.375,2.5
photo,19,0,0,19,9.5,0,0,2.375
photo,33,8,0,33,16.5,1,0,4.125
photo,22,5,0,21,11,0.625,0,2.625
status,122,20,0,118,61,2.5,0,14.75
photo,5,3,0,5,2.5,0.375,0,0.625
photo,474,5,0,453,237,0.625,0,56.625
video,482,1278,176,351,241,159.75,22,43.875
photo,61,5,2,60,30.5,0.625,0.25,7.5
photo,5,4,0,5,2.5,0.5,0,0.625
video,406,1156,139,310,203,144.5,17.375,38.75
link,53,0,10,51,26.5,0,1.25,6.375
video,413,1418,131,308,206.5,177.25,16.375,38.5
status,50,0,0,50,25,0,0,6.25
photo,6,0,0,6,3,0,0,0.75
photo,216,15,2,214,108,1.875,0.25,26.75
photo,8,2,0,8,4,0.25,0,1
photo,568,11,0,554,284,1.375,0,69.25
photo,8,0,0,8,4,0,0,1
photo,3,0,0,3,1.5,0,0,0.375
photo,73,3,0,72,36.5,0.375,0,9
video,249,481,24,225,124.5,60.125,3,28.125
video,294,994,106,235,147,124.25,13.25,29.375
photo,232,4,3,224,116,0.5,0.375,28
photo,219,8,0,215,109.5,1,0,26.875
photo,6,0,0,6,3,0,0,0.75
photo,8,0,0,8,4,0,0,1
video,450,1346,192,312,225,168.25,24,39
photo,6,0,1,6,3,0,0.125,0.75
video,303,764,70,234,151.5,95.5,8.75,29.25
photo,7,2,0,7,3.5,0.25,0,0.875
video,307,593,72,259,153.5,74.125,9,32.375
video,26,0,0,26,13,0,0,3.25
video,384,1789,210,280,192,223.625,26.25,35
photo,14,0,0,14,7,0,0,1.75
photo,222,16,3,204,111,2,0.375,25.5
photo,154,14,0,150,77,1.75,0,18.75
photo,14,0,0,11,7,0,0,1.375
video,378,1053,142,267,189,131.625,17.75,33.375
video,750,5839,477,580,375,729.875,59.625,72.5
photo,13,0,0,13,6.5,0,0,1.625
video,333,982,93,240,166.5,122.75,11.625,30
status,193,182,12,183,96.5,22.75,1.5,22.875
photo,5,0,0,5,2.5,0,0,0.625
video,397,1250,85,289,198.5,156.25,10.625,36.125
photo,10,0,0,10,5,0,0,1.25
photo,3,0,0,3,1.5,0,0,0.375
video,300,633,55,263,150,79.125,6.875,32.875
video,257,799,64,214,128.5,99.875,8,26.75
photo,11,0,0,11,5.5,0,0,1.375
photo,31,2,1,31,15.5,0.25,0.125,3.875
photo,7,1,1,7,3.5,0.125,0.125,0.875
video,285,866,53,221,142.5,108.25,6.625,27.625
photo,91,5,1,91,45.5,0.625,0.125,11.375
photo,57,3,1,57,28.5,0.375,0.125,7.125
photo,3,0,0,3,1.5,0,0,0.375
photo,7,0,0,7,3.5,0,0,0.875
photo,95,3,0,93,47.5,0.375,0,11.625
photo,9,0,0,9,4.5,0,0,1.125
video,328,662,62,222,164,82.75,7.75,27.75
photo,557,27,2,517,278.5,3.375,0.25,64.625
photo,11,0,0,11,5.5,0,0,1.375
video,228,507,42,184,114,63.375,5.25,23
photo,15,10,0,14,7.5,1.25,0,1.75
video,187,315,39,168,93.5,39.375,4.875,21
photo,74,1,0,71,37,0.125,0,8.875
photo,5,0,0,5,2.5,0,0,0.625
video,240,769,37,209,120,96.125,4.625,26.125
photo,70,2,0,69,35,0.25,0,8.625
photo,54,2,1,52,27,0.25,0.125,6.5
video,194,645,28,158,97,80.625,3.5,19.75
photo,7,0,0,7,3.5,0,0,0.875
photo,38,0,7,38,19,0,0.875,4.75
photo,130,12,0,128,65,1.5,0,16
photo,4,1,0,4,2,0.125,0,0.5
video,211,677,23,172,105.5,84.625,2.875,21.5
video,253,841,41,211,126.5,105.125,5.125,26.375
video,229,803,36,195,114.5,100.375,4.5,24.375
photo,59,12,1,57,29.5,1.5,0.125,7.125
photo,12,1,0,12,6,0.125,0,1.5
photo,37,3,0,37,18.5,0.375,0,4.625
photo,69,5,0,69,34.5,0.625,0,8.625
photo,33,3,0,33,16.5,0.375,0,4.125
photo,20,0,0,20,10,0,0,2.5
photo,8,3,1,8,4,0.375,0.125,1
photo,20,3,0,20,10,0.375,0,2.5
photo,12,0,0,12,6,0,0,1.5
video,214,778,56,181,107,97.25,7,22.625
photo,407,58,0,392,203.5,7.25,0,49
photo,36,1,1,35,18,0.125,0.125,4.375
photo,19,3,0,18,9.5,0.375,0,2.25
photo,14,4,0,14,7,0.5,0,1.75
photo,11,0,0,11,5.5,0,0,1.375
photo,8,1,0,8,4,0.125,0,1
photo,14,0,1,13,7,0,0.125,1.625
photo,69,9,0,68,34.5,1.125,0,8.5
photo,55,2,0,53,27.5,0.25,0,6.625
video,247,606,26,191,123.5,75.75,3.25,23.875
video,278,860,56,230,139,107.5,7,28.75
photo,16,2,0,16,8,0.25,0,2
photo,30,3,0,29,15,0.375,0,3.625
photo,86,9,1,80,43,1.125,0.125,10
photo,31,2,0,31,15.5,0.25,0,3.875
photo,10,1,0,10,5,0.125,0,1.25
video,206,464,64,172,103,58,8,21.5
photo,391,4,0,387,195.5,0.5,0,48.375
photo,54,1,0,53,27,0.125,0,6.625
video,279,570,88,235,139.5,71.25,11,29.375
photo,85,0,0,83,42.5,0,0,10.375
status,39,3,0,38,19.5,0.375,0,4.75
photo,41,0,0,40,20.5,0,0,5
video,358,1037,100,296,179,129.625,12.5,37
photo,92,9,0,92,46,1.125,0,11.5
photo,25,2,0,25,12.5,0.25,0,3.125
photo,32,3,0,32,16,0.375,0,4
video,249,784,119,197,124.5,98,14.875,24.625
photo,64,1,0,62,32,0.125,0,7.75
video,126,969,79,75,63,121.125,9.875,9.375
status,95,30,0,91,47.5,3.75,0,11.375
photo,75,6,3,75,37.5,0.75,0.375,9.375
photo,144,11,0,137,72,1.375,0,17.125
photo,99,5,0,92,49.5,0.625,0,11.5
video,378,931,95,320,189,116.375,11.875,40
video,284,562,93,249,142,70.25,11.625,31.125
video,509,1776,138,381,254.5,222,17.25,47.625
photo,164,3,3,159,82,0.375,0.375,19.875
photo,25,9,0,24,12.5,1.125,0,3
photo,92,5,0,89,46,0.625,0,11.125
photo,108,10,1,106,54,1.25,0.125,13.25
photo,144,8,0,135,72,1,0,16.875
video,20,0,0,18,10,0,0,2.25
photo,30,0,0,30,15,0,0,3.75
photo,69,0,1,67,34.5,0,0.125,8.375
video,87,217,28,73,43.5,27.125,3.5,9.125
photo,26,0,0,26,13,0,0,3.25
photo,7,0,0,7,3.5,0,0,0.875
video,131,566,43,107,65.5,70.75,5.375,13.375
photo,22,1,0,22,11,0.125,0,2.75
photo,113,7,0,112,56.5,0.875,0,14
video,100,280,58,83,50,35,7.25,10.375
photo,40,0,1,39,20,0,0.125,4.875
status,13,0,0,12,6.5,0,0,1.5
photo,100,4,0,94,50,0.5,0,11.75
photo,64,7,0,61,32,0.875,0,7.625
video,142,683,49,118,71,85.375,6.125,14.75
video,150,559,38,133,75,69.875,4.75,16.625
photo,37,0,0,34,18.5,0,0,4.25
video,139,627,53,123,69.5,78.375,6.625,15.375
photo,11,2,0,10,5.5,0.25,0,1.25
photo,4,0,0,3,2,0,0,0.375
photo,16,1,0,15,8,0.125,0,1.875
photo,5,0,0,5,2.5,0,0,0.625
video,100,382,41,82,50,47.75,5.125,10.25
video,68,240,20,53,34,30,2.5,6.625
video,61,257,19,51,30.5,32.125,2.375,6.375
photo,21,0,0,21,10.5,0,0,2.625
photo,9,1,2,9,4.5,0.125,0.25,1.125
photo,12,0,1,12,6,0,0.125,1.5
video,130,175,30,107,65,21.875,3.75,13.375
video,51,81,18,47,25.5,10.125,2.25,5.875
photo,43,3,1,40,21.5,0.375,0.125,5
video,49,183,74,43,24.5,22.875,9.25,5.375
video,19,82,4,18,9.5,10.25,0.5,2.25
video,69,290,34,60,34.5,36.25,4.25,7.5
photo,13,0,0,13,6.5,0,0,1.625
video,51,126,7,45,25.5,15.75,0.875,5.625
photo,19,3,1,19,9.5,0.375,0.125,2.375
photo,13,4,0,12,6.5,0.5,0,1.5
video,19,35,1,19,9.5,4.375,0.125,2.375
photo,11,1,0,11,5.5,0.125,0,1.375
video,28,68,7,23,14,8.5,0.875,2.875
photo,10,2,0,10,5,0.25,0,1.25
photo,10,0,0,10,5,0,0,1.25
photo,2,0,0,2,1,0,0,0.25
photo,1,0,0,1,0.5,0,0,0.125
photo,17,0,0,17,8.5,0,0,2.125
video,33,130,5,25,16.5,16.25,0.625,3.125
photo,20,0,0,20,10,0,0,2.5
video,35,132,2,32,17.5,16.5,0.25,4
photo,29,7,0,29,14.5,0.875,0,3.625
video,12,2,0,12,6,0.25,0,1.5
photo,3,1,0,3,1.5,0.125,0,0.375
photo,3,0,0,3,1.5,0,0,0.375
video,61,278,13,53,30.5,34.75,1.625,6.625
photo,12,3,0,12,6,0.375,0,1.5
photo,0,0,0,0,0,0,0,0
photo,2,0,0,2,1,0,0,0.25
photo,1,0,0,1,0.5,0,0,0.125
photo,3,0,0,3,1.5,0,0,0.375
photo,2,0,0,2,1,0,0,0.25
photo,1,0,0,1,0.5,0,0,0.125
photo,0,0,0,0,0,0,0,0
photo,2,0,1,2,1,0,0.125,0.25
photo,0,0,0,0,0,0,0,0
photo,2,1,0,2,1,0.125,0,0.25
video,34,104,5,29,17,13,0.625,3.625
photo,23,4,0,23,11.5,0.5,0,2.875
photo,1,0,0,1,0.5,0,0,0.125
photo,3,3,0,3,1.5,0.375,0,0.375
photo,2,2,0,2,1,0.25,0,0.25
photo,12,0,0,11,6,0,0,1.375
photo,9,0,0,8,4.5,0,0,1
status,5,0,0,5,2.5,0,0,0.625
video,54,236,17,43,27,29.5,2.125,5.375
photo,31,14,2,31,15.5,1.75,0.25,3.875
video,4,0,0,3,2,0,0,0.375
video,30,182,17,20,15,22.75,2.125,2.5
photo,22,4,0,22,11,0.5,0,2.75
photo,20,2,0,20,10,0.25,0,2.5
photo,4,0,0,4,2,0,0,0.5
photo,48,3,0,44,24,0.375,0,5.5
photo,3,0,0,3,1.5,0,0,0.375
photo,21,0,0,20,10.5,0,0,2.5
video,39,237,16,34,19.5,29.625,2,4.25
photo,26,8,0,26,13,1,0,3.25
photo,12,2,0,12,6,0.25,0,1.5
photo,0,0,0,0,0,0,0,0
video,30,197,4,24,15,24.625,0.5,3
status,3,0,0,3,1.5,0,0,0.375
photo,44,11,0,44,22,1.375,0,5.5
photo,64,32,1,64,32,4,0.125,8
photo,3,0,0,3,1.5,0,0,0.375
photo,3,0,0,3,1.5,0,0,0.375
photo,17,0,0,17,8.5,0,0,2.125
video,72,252,30,61,36,31.5,3.75,7.625
photo,21,4,0,20,10.5,0.5,0,2.5
photo,8,0,0,6,4,0,0,0.75
photo,336,4,18,333,168,0.5,2.25,41.625
photo,6,0,0,6,3,0,0,0.75
photo,2,0,0,2,1,0,0,0.25
photo,2,0,0,2,1,0,0,0.25
photo,4,0,0,4,2,0,0,0.5
photo,12,0,0,12,6,0,0,1.5
video,7,3,1,7,3.5,0.375,0.125,0.875
photo,2,0,0,2,1,0,0,0.25
photo,4,0,0,4,2,0,0,0.5
photo,0,0,0,0,0,0,0,0
photo,5,0,0,5,2.5,0,0,0.625
photo,0,0,0,0,0,0,0,0
photo,2,0,0,2,1,0,0,0.25
photo,8,0,0,8,4,0,0,1
photo,2,0,0,2,1,0,0,0.25
photo,7,0,0,7,3.5,0,0,0.875
photo,5,0,0,5,2.5,0,0,0.625
photo,5,0,1,5,2.5,0,0.125,0.625
photo,0,0,0,0,0,0,0,0
photo,1,0,0,1,0.5,0,0,0.125
photo,0,0,0,0,0,0,0,0
photo,0,0,0,0,0,0,0,0
photo,4,0,0,4,2,0,0,0.5
photo,1,0,0,1,0.5,0,0,0.125
photo,2,0,0,2,1,0,0,0.25
photo,5,0,0,5,2.5,0,0,0.625
photo,3,0,0,3,1.5,0,0,0.375
photo,1,0,0,1,0.5,0,0,0.125
photo,2,0,0,2,1,0,0,0.25
photo,626,3,88,601,313,0.375,11,75.125
status,4,0,0,4,2,0,0,0.5
photo,12,0,3,12,6,0,0.375,1.5
photo,8,0,0,8,4,0,0,1
photo,0,0,0,0,0,0,0,0
photo,2,0,0,2,1,0,0,0.25
photo,1,0,0,1,0.5,0,0,0.125
photo,7,0,0,7,3.5,0,0,0.875
photo,1,0,0,1,0.5,0,0,0.125
photo,1,0,0,1,0.5,0,0,0.125
photo,15,0,0,15,7.5,0,0,1.875
photo,10,0,0,10,5,0,0,1.25
photo,3,0,0,3,1.5,0,0,0.375
photo,6,0,1,5,3,0,0.125,0.625
photo,4,0,0,4,2,0,0,0.5
photo,0,0,0,0,0,0,0,0
photo,0,0,0,0,0,0,0,0
photo,3,0,0,3,1.5,0,0,0.375
photo,3,0,0,3,1.5,0,0,0.375
photo,3,0,0,3,1.5,0,0,0.375
photo,1,0,0,1,0.5,0,0,0.125
photo,3,0,0,3,1.5,0,0,0.375
photo,4,1,0,4,2,0.125,0,0.5
photo,1,0,0,1,0.5,0,0,0.125
video,23,3,0,23,11.5,0.375,0,2.875
photo,3,0,0,3,1.5,0,0,0.375
photo,2,0,0,2,1,0,0,0.25
photo,4,0,0,4,2,0,0,0.5
photo,1,0,0,1,0.5,0,0,0.125
photo,0,0,0,0,0,0,0,0
photo,1,0,0,1,0.5,0,0,0.125
photo,3,0,0,3,1.5,0,0,0.375
photo,1,0,0,1,0.5,0,0,0.125
photo,1,0,0,1,0.5,0,0,0.125
photo,13,0,0,13,6.5,0,0,1.625
photo,0,0,0,0,0,0,0,0
video,11,0,0,11,5.5,0,0,1.375
photo,4,0,0,4,2,0,0,0.5
photo,3,0,0,3,1.5,0,0,0.375
photo,1,0,0,1,0.5,0,0,0.125
photo,1,0,0,1,0.5,0,0,0.125
photo,2,0,0,2,1,0,0,0.25
photo,5,0,0,5,2.5,0,0,0.625
photo,10,0,0,10,5,0,0,1.25
photo,1,0,0,1,0.5,0,0,0.125
photo,1,0,0,1,0.5,0,0,0.125
photo,6,0,0,6,3,0,0,0.75
photo,0,0,0,0,0,0,0,0
photo,0,0,0,0,0,0,0,0
photo,2,0,0,2,1,0,0,0.25
photo,10,0,0,10,5,0,0,1.25
photo,1,0,0,1,0.5,0,0,0.125
photo,2,0,0,2,1,0,0,0.25
photo,2,0,0,2,1,0,0,0.25
photo,6,1,0,6,3,0.125,0,0.75
photo,1,0,0,1,0.5,0,0,0.125
photo,1,0,0,1,0.5,0,0,0.125
photo,1,0,0,1,0.5,0,0,0.125
photo,6,1,0,6,3,0.125,0,0.75
photo,2,0,0,2,1,0,0,0.25
photo,1,0,0,1,0.5,0,0,0.125
photo,2,0,0,2,1,0,0,0.25
photo,4,0,0,4,2,0,0,0.5
photo,2,0,0,2,1,0,0,0.25
photo,1,0,0,1,0.5,0,0,0.125
photo,1,0,0,1,0.5,0,0,0.125
photo,1,0,0,1,0.5,0,0,0.125
photo,2,0,0,2,1,0,0,0.25
video,0,0,0,0,0,0,0,0
video,134,5,1,133,67,0.625,0.125,16.625
photo,1,1,0,0,0.5,0.125,0,0
photo,2,0,0,2,1,0,0,0.25
photo,4,0,0,4,2,0,0,0.5
photo,1,0,0,1,0.5,0,0,0.125
photo,2,0,0,2,1,0,0,0.25
photo,2,0,0,2,1,0,0,0.25
photo,0,0,0,0,0,0,0,0
photo,2,0,0,2,1,0,0,0.25
photo,3,0,0,3,1.5,0,0,0.375
photo,1,0,0,1,0.5,0,0,0.125
photo,3,0,0,3,1.5,0,0,0.375
photo,2,0,0,2,1,0,0,0.25
photo,1,0,0,1,0.5,0,0,0.125
photo,3,0,0,3,1.5,0,0,0.375
photo,3,0,0,3,1.5,0,0,0.375
photo,3,3,1,3,1.5,0.375,0.125,0.375
photo,2,0,0,2,1,0,0,0.25
photo,1,0,1,1,0.5,0,0.125,0.125
photo,0,0,0,0,0,0,0,0
photo,2,0,0,2,1,0,0,0.25
photo,2,0,0,2,1,0,0,0.25
photo,0,0,0,0,0,0,0,0
photo,1,0,0,1,0.5,0,0,0.125
photo,2,0,0,2,1,0,0,0.25
photo,2,0,0,2,1,0,0,0.25
photo,3,0,0,3,1.5,0,0,0.375
photo,1,0,0,1,0.5,0,0,0.125
photo,4,0,0,2,2,0,0,0.25
photo,5,0,0,5,2.5,0,0,0.625
photo,4,0,3,4,2,0,0.375,0.5
photo,529,226,5,515,264.5,28.25,0.625,64.375
video,984,5166,690,768,492,645.75,86.25,96
photo,373,54,1,362,186.5,6.75,0.125,45.25
video,256,535,52,220,128,66.875,6.5,27.5
video,1238,7895,1101,981,619,986.875,137.625,122.625
photo,315,34,1,309,157.5,4.25,0.125,38.625
video,252,733,77,220,126,91.625,9.625,27.5
video,1140,6523,879,901,570,815.375,109.875,112.625
photo,624,11,104,616,312,1.375,13,77
video,174,324,31,151,87,40.5,3.875,18.875
video,245,477,61,210,122.5,59.625,7.625,26.25
video,1156,7208,997,845,578,901,124.625,105.625
photo,1818,33,5,1775,909,4.125,0.625,221.875
photo,876,133,4,865,438,16.625,0.5,108.125
photo,185,31,1,182,92.5,3.875,0.125,22.75
video,763,4083,784,597,381.5,510.375,98,74.625
video,288,1715,89,234,144,214.375,11.125,29.25
video,910,5963,874,695,455,745.375,109.25,86.875
photo,352,29,3,323,176,3.625,0.375,40.375
photo,565,25,2,549,282.5,3.125,0.25,68.625
video,856,5204,793,647,428,650.5,99.125,80.875
video,509,17,131,386,254.5,2.125,16.375,48.25
status,257,28,0,248,128.5,3.5,0,31
video,1059,6535,915,827,529.5,816.875,114.375,103.375
video,835,3919,684,606,417.5,489.875,85.5,75.75
video,820,4829,739,523,410,603.625,92.375,65.375
video,291,895,167,243,145.5,111.875,20.875,30.375
video,1004,7061,1003,746,502,882.625,125.375,93.25
photo,359,47,3,350,179.5,5.875,0.375,43.75
video,846,3692,1636,680,423,461.5,204.5,85
photo,426,40,5,420,213,5,0.625,52.5
photo,2402,97,3,2344,1201,12.125,0.375,293
photo,258,37,3,250,129,4.625,0.375,31.25
video,329,1909,137,240,164.5,238.625,17.125,30
video,808,5516,760,597,404,689.5,95,74.625
video,892,6622,1026,612,446,827.75,128.25,76.5
photo,195,22,2,191,97.5,2.75,0.25,23.875
video,914,7013,1011,584,457,876.625,126.375,73
video,1048,3740,974,866,524,467.5,121.75,108.25
photo,563,28,5,554,281.5,3.5,0.625,69.25
video,703,4007,844,548,351.5,500.875,105.5,68.5
photo,707,63,3,694,353.5,7.875,0.375,86.75
photo,213,5,2,209,106.5,0.625,0.25,26.125
video,250,1061,54,213,125,132.625,6.75,26.625
video,829,6940,1055,648,414.5,867.5,131.875,81
video,1078,9452,1379,820,539,1181.5,172.375,102.5
photo,287,65,3,280,143.5,8.125,0.375,35
video,305,1724,223,248,152.5,215.5,27.875,31
video,543,2041,476,445,271.5,255.125,59.5,55.625
video,300,297,60,267,150,37.125,7.5,33.375
video,840,7145,1136,624,420,893.125,142,78
video,840,4018,1412,683,420,502.25,176.5,85.375
photo,273,69,5,260,136.5,8.625,0.625,32.5
photo,576,158,8,562,288,19.75,1,70.25
photo,293,0,1,286,146.5,0,0.125,35.75
photo,581,20,0,545,290.5,2.5,0,68.125
photo,751,35,2,733,375.5,4.375,0.25,91.625
status,473,83,4,450,236.5,10.375,0.5,56.25
photo,1386,51,6,1367,693,6.375,0.75,170.875
photo,434,58,17,420,217,7.25,2.125,52.5
photo,391,8,48,278,195.5,1,6,34.75
photo,280,29,4,277,140,3.625,0.5,34.625
photo,345,70,2,335,172.5,8.75,0.25,41.875
photo,296,31,5,291,148,3.875,0.625,36.375
photo,186,19,1,174,93,2.375,0.125,21.75
photo,358,12,2,348,179,1.5,0.25,43.5
photo,414,5,61,356,207,0.625,7.625,44.5
photo,429,88,0,415,214.5,11,0,51.875
photo,136,18,1,134,68,2.25,0.125,16.75
photo,125,4,2,123,62.5,0.5,0.25,15.375
photo,251,18,2,246,125.5,2.25,0.25,30.75
photo,158,9,1,157,79,1.125,0.125,19.625
photo,177,16,1,171,88.5,2,0.125,21.375
photo,287,38,2,260,143.5,4.75,0.25,32.5
photo,153,7,42,148,76.5,0.875,5.25,18.5
photo,214,18,1,211,107,2.25,0.125,26.375
photo,806,51,0,770,403,6.375,0,96.25
photo,312,37,6,303,156,4.625,0.75,37.875
photo,244,30,5,237,122,3.75,0.625,29.625
photo,637,64,8,627,318.5,8,1,78.375
photo,195,15,0,188,97.5,1.875,0,23.5
photo,287,43,3,281,143.5,5.375,0.375,35.125
photo,357,59,3,341,178.5,7.375,0.375,42.625
photo,182,27,1,176,91,3.375,0.125,22
photo,307,51,4,301,153.5,6.375,0.5,37.625
photo,403,89,4,391,201.5,11.125,0.5,48.875
photo,211,24,1,209,105.5,3,0.125,26.125
photo,300,46,1,285,150,5.75,0.125,35.625
photo,287,29,3,278,143.5,3.625,0.375,34.75
photo,223,19,1,211,111.5,2.375,0.125,26.375
photo,181,15,0,179,90.5,1.875,0,22.375
photo,56,3,0,54,28,0.375,0,6.75
photo,378,48,3,367,189,6,0.375,45.875
photo,397,87,10,383,198.5,10.875,1.25,47.875
photo,397,76,4,382,198.5,9.5,0.5,47.75
photo,940,49,1,862,470,6.125,0.125,107.75
photo,138,8,0,136,69,1,0,17
photo,78,5,1,78,39,0.625,0.125,9.75
photo,128,5,4,123,64,0.625,0.5,15.375
photo,306,32,4,302,153,4,0.5,37.75
photo,128,12,1,123,64,1.5,0.125,15.375
photo,119,9,0,115,59.5,1.125,0,14.375
photo,96,5,2,92,48,0.625,0.25,11.5
photo,354,66,2,348,177,8.25,0.25,43.5
photo,121,11,1,114,60.5,1.375,0.125,14.25
photo,94,9,1,90,47,1.125,0.125,11.25
photo,164,15,5,158,82,1.875,0.625,19.75
photo,342,34,1,326,171,4.25,0.125,40.75
photo,163,13,0,159,81.5,1.625,0,19.875
photo,73,11,0,71,36.5,1.375,0,8.875
photo,247,17,1,241,123.5,2.125,0.125,30.125
photo,53,3,0,50,26.5,0.375,0,6.25
status,120,17,0,117,60,2.125,0,14.625
photo,155,31,1,144,77.5,3.875,0.125,18
photo,431,27,0,414,215.5,3.375,0,51.75
status,110,15,0,108,55,1.875,0,13.5
photo,187,18,0,183,93.5,2.25,0,22.875
photo,105,20,0,104,52.5,2.5,0,13
photo,99,16,0,97,49.5,2,0,12.125
status,161,18,0,158,80.5,2.25,0,19.75
status,91,6,0,82,45.5,0.75,0,10.25
photo,316,65,16,306,158,8.125,2,38.25
photo,91,5,0,87,45.5,0.625,0,10.875
photo,151,9,1,147,75.5,1.125,0.125,18.375
status,70,12,0,66,35,1.5,0,8.25
video,154,821,75,120,77,102.625,9.375,15
video,208,981,108,165,104,122.625,13.5,20.625
video,2,0,0,2,1,0,0,0.25
video,17,0,1,16,8.5,0,0.125,2
video,9,0,1,9,4.5,0,0.125,1.125
video,123,524,56,100,61.5,65.5,7,12.5
video,157,591,61,123,78.5,73.875,7.625,15.375
video,24,0,0,24,12,0,0,3
video,27,0,4,27,13.5,0,0.5,3.375
video,190,723,85,127,95,90.375,10.625,15.875
video,19,0,0,19,9.5,0,0,2.375
video,22,2,1,22,11,0.25,0.125,2.75
video,164,1120,67,120,82,140,8.375,15
video,186,817,68,154,93,102.125,8.5,19.25
video,41,0,0,41,20.5,0,0,5.125
video,249,1734,247,198,124.5,216.75,30.875,24.75
video,83,272,14,73,41.5,34,1.75,9.125
video,156,333,97,124,78,41.625,12.125,15.5
video,219,994,112,174,109.5,124.25,14,21.75
video,7,0,0,7,3.5,0,0,0.875
video,123,574,49,103,61.5,71.75,6.125,12.875
